N.º de pedido,Fecha de pedido,Nombre,Apellidos,Correo electrónico,Cantidad,Tipo de entrada,Tipo de pedido,Total pagado,Tarifas de Eventbrite,Procesamiento de pagos de Eventbrite,Estado del asistente,Gender,Age,Job position,Business / Organization,"Remember, the day of the event you will have to show us a valid EU Digital COVID certificate, which one do you have?",9:30 - 11:00 Workshop 1,11:30 - 13:00 Workshop 2,14:00 - 15:30 Workshop 3,16:00 - 17:30 Workshop 4,Do you have any food needs/restrictions:,Comments,"For attendees participating all day, we will provide a free lunch box including a sandwich, salad and dessert. If this is your case, will you stay for lunch?",*
2302634879,2021-11-22 15:33:25+01:00,Jason,Watt,jwatt@gmail.com,1,General,Pedido gratuito,0.0,0.0,0.0,Asistiré,Male,30 -35,Science related,Google,Vaccination certificate,'- Build a chat application that lets you speak multiple languages - Diego Gonzalez (Room Guinardó),'- Microservicios en la vida moderna. Un enfoque python-centrico - Antonio Molina (Room Raval),'- Making MLOps uncool again - David de la Iglesia Castro (Room Actes),'- Build a Machine Learning IoT Device running Python - Marc Pous (Room Actes),No special needs,,"Yes, please",The organization reserves the right to notify you in advance that you can not stay for lunch if you don’t fit the specificities and we exceed the maximum venue COVID capacity.
2302839449,2021-11-22 16:09:56+01:00,John,Hazard,jhazard@gmail.com,1,General,Pedido gratuito,0.0,0.0,0.0,Asistiré,Male,45 - 50 ,IT related,Google,Vaccination certificate,'- I won't assist,'- I won't assist,'- I won't assist,'- I won't assist,No special needs,,"No, thanks",
2302977609,2021-11-22 16:34:11+01:00,August,Cochran,acochran@gmail.com,1,General,Pedido gratuito,0.0,0.0,0.0,Asistiré,Male,30 -35,IT related,Google,Negative test result certificate,'- I won't assist,'- I won't assist,'- Making MLOps uncool again - David de la Iglesia Castro (Room Actes),'- I won't assist,No special needs,,"No, thanks",The organization reserves the right to notify you in advance that you can not stay for lunch if you don’t fit the specificities and we exceed the maximum venue COVID capacity.
2307269169,2021-11-23 10:13:06+01:00,William,Petersen,wpetersen@gmail.com,1,Sponsor,Pedido gratuito,0.0,0.0,0.0,Asistiré,Male,40 -45,IT related,Google,Vaccination certificate,'- I won't assist,'- I won't assist,'- I won't assist,'- I won't assist,No special needs,,"No, thanks",
2307313549,2021-11-23 10:26:14+01:00,Rosa,Hampton,rhampton@gmail.com,1,General,Pedido gratuito,0.0,0.0,0.0,Asistiré,Female,30 -35,IT related,Google,Vaccination certificate,'- Building the Cloud with Python: getting started with AWS CDK - Anton Caceres (Sala Raval),'- I won't assist,'- Making MLOps uncool again - David de la Iglesia Castro (Room Actes),'- Keeping sync between datasets with Diffsync - Christian Adell (Room Raval),No special needs,,"Yes, please",The organization reserves the right to notify you in advance that you can not stay for lunch if you don’t fit the specificities and we exceed the maximum venue COVID capacity.
2307936549,2021-11-23 13:17:03+01:00,Anna,Dixon,adixon@gmail.com,1,General,Pedido gratuito,0.0,0.0,0.0,Asistiré,Female,25 - 30,Other,Google,Vaccination certificate,'- I won't assist,'- I won't assist,'- I won't assist,'- I won't assist,No special needs,,"No, thanks",
2309885339,2021-11-23 18:49:57+01:00,Irene,Jones,ijones@gmail.com,1,General,Pedido gratuito,0.0,0.0,0.0,Asistiré,Female,35 - 40,Other,Google,Vaccination certificate,'- I won't assist,'- I won't assist,'- Making MLOps uncool again - David de la Iglesia Castro (Room Actes),'- Keeping sync between datasets with Diffsync - Christian Adell (Room Raval),No special needs,,"Yes, please",The organization reserves the right to notify you in advance that you can not stay for lunch if you don’t fit the specificities and we exceed the maximum venue COVID capacity.
2313551169,2021-11-24 10:48:09+01:00,Charles,Stammer,cstammer@gmail.com,1,General,Pedido gratuito,0.0,0.0,0.0,Asistiré,Male,30 -35,IT related,Google,Vaccination certificate,'- I won't assist,'- I won't assist,'- I won't assist,'- Keeping sync between datasets with Diffsync - Christian Adell (Room Raval),No special needs,,"Yes, please",The organization reserves the right to notify you in advance that you can not stay for lunch if you don’t fit the specificities and we exceed the maximum venue COVID capacity.
2313623679,2021-11-24 11:07:14+01:00,Lawrence,Ransom,lransom@gmail.com,1,General,Pedido gratuito,0.0,0.0,0.0,Asistiré,Male,30 -35,Science related,Google,Vaccination certificate,'- I won't assist,'- I won't assist,'- Making MLOps uncool again - David de la Iglesia Castro (Room Actes),'- Keeping sync between datasets with Diffsync - Christian Adell (Room Raval),No special needs,,"Yes, please",The organization reserves the right to notify you in advance that you can not stay for lunch if you don’t fit the specificities and we exceed the maximum venue COVID capacity.
2316077839,2021-11-24 19:23:35+01:00,Chad,Saunders,csaunders@gmail.com,1,General,Pedido gratuito,0.0,0.0,0.0,Asistiré,Male,30 -35,IT related,Google,Vaccination certificate,'- I won't assist,'- I won't assist,'- Making MLOps uncool again - David de la Iglesia Castro (Room Actes),'- Keeping sync between datasets with Diffsync - Christian Adell (Room Raval),No special needs,,"Yes, please",The organization reserves the right to notify you in advance that you can not stay for lunch if you don’t fit the specificities and we exceed the maximum venue COVID capacity.
2320339909,2021-11-25 15:56:06+01:00,Teresa,Lowder,tlowder@gmail.com,1,Speaker,Pedido gratuito,0.0,0.0,0.0,Asistiré,Female,20 - 25,IT related,Google,Vaccination certificate,'- I won't assist,'- I won't assist,'- I won't assist,'- I won't assist,Vegetarian,,"Yes, please",The organization reserves the right to notify you in advance that you can not stay for lunch if you don’t fit the specificities and we exceed the maximum venue COVID capacity.
2320670559,2021-11-25 17:12:30+01:00,David,Bracy,dbracy@gmail.com,1,Sponsor,Pedido gratuito,0.0,0.0,0.0,Asistiré,Male,25 - 30,IT related,Google,Vaccination certificate,'- I won't assist,'- I won't assist,'- Making MLOps uncool again - David de la Iglesia Castro (Room Actes),'- I won't assist,No special needs,,"Yes, please",The organization reserves the right to notify you in advance that you can not stay for lunch if you don’t fit the specificities and we exceed the maximum venue COVID capacity.
2321031049,2021-11-25 18:36:41+01:00,Simon,Peoples,speoples@gmail.com,1,Sponsor,Pedido gratuito,0.0,0.0,0.0,Asistiré,Male,30 -35,IT related,Google,Vaccination certificate,'- I won't assist,'- I won't assist,'- I won't assist,'- I won't assist,No special needs,,"Yes, please",The organization reserves the right to notify you in advance that you can not stay for lunch if you don’t fit the specificities and we exceed the maximum venue COVID capacity.
